!!SBtab SBtabVersion='1.0' TableType='Quantity' TableName='Parameter' Document='ecoli_wortel_2018_data.tsv' Date='2018-11-28'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mode	!Unit	!UnconstrainedGeometricMean	!UnconstrainedGeometricStd	!UnconstrainedMean	!UnconstrainedStd
standard chemical potential		XYL_5_P	25.4179	kJ/mol	NaN	NaN	25.4179	124.1993
concentration		XYL_5_P	0.1	mM	0.1	10.0	1.4167	20.0217
catalytic rate constant geometric mean	R54ra		0.0115	1/s	0.0115	7.9485	0.0988	0.8409
concentration of enzyme	R54ra		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R54ra		0.0	dimensionless	0.0	50.9973	0.0031	7.0573
substrate catalytic rate constant	R54ra		0.0	1/s	0.0	57.6569	0.0334	123.9186
product catalytic rate constant	R54ra		14.7618	1/s	14.7618	1.7857	17.4638	11.0393
catalytic rate constant geometric mean	R54rb		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R54rb		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R54rb		4993.0113	dimensionless	4993.0113	1.0513	4999.2565	250.1191
substrate catalytic rate constant	R54rb		69.0523	1/s	69.0523	151.2071	20343881.698	5993621938998.158
product catalytic rate constant	R54rb		1.4482	1/s	1.4482	151.2071	426655.3793	125699268212.5174
catalytic rate constant geometric mean	R13r		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R13r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R13r		1.9003	dimensionless	1.9003	3.7313	4.5219	9.7639
substrate catalytic rate constant	R13r		1.1294	1/s	1.1294	112.9598	80348.6437	5716068603.0924
product catalytic rate constant	R13r		88.5402	1/s	88.5402	112.9598	6298820.2343	448103252353.71
catalytic rate constant geometric mean	R26r		58.1662	1/s	58.1662	1.1358	58.6395	7.4959
concentration of enzyme	R26r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R26r		0.0222	dimensionless	0.0222	8.4117	0.214	2.055
substrate catalytic rate constant	R26r		77.6476	1/s	77.6476	1.1355	78.2772	9.9883
product catalytic rate constant	R26r		43.5726	1/s	43.5726	1.2467	44.6451	9.9665
catalytic rate constant geometric mean	R15r		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R15r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R15r		56.3204	dimensionless	56.3204	1.1895	57.1747	9.9958
substrate catalytic rate constant	R15r		2.449	1/s	2.449	115.7361	195474.5439	15602118414.4023
product catalytic rate constant	R15r		40.8322	1/s	40.8322	115.7361	3259091.2032	260129661173.4046
catalytic rate constant geometric mean	R96		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R96		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R96		0.0002	dimensionless	0.0002	3.1980741683625446e+88	inf	inf
substrate catalytic rate constant	R96		0.14	1/s	0.14	2.0102947520217936e+44	inf	inf
product catalytic rate constant	R96		714.2671	1/s	714.2671	2.0102947520217936e+44	inf	inf
catalytic rate constant geometric mean	R94		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R94		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R94		0.0	dimensionless	0.0	6.390231216312413e+88	inf	inf
substrate catalytic rate constant	R94		0.0	1/s	0.0	2.8405466959987765e+44	inf	inf
product catalytic rate constant	R94		2718981075.418	1/s	2718981075.418	2.8405466959987765e+44	inf	inf
catalytic rate constant geometric mean	R95		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R95		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R95		0.0	dimensionless	0.0	1.0231831222216714e+89	inf	inf
substrate catalytic rate constant	R95		0.0	1/s	0.0	3.5933882647803425e+44	inf	inf
product catalytic rate constant	R95		7119117.5209	1/s	7119117.5209	3.5933882647803425e+44	inf	inf
catalytic rate constant geometric mean	R93		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R93		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R93		1.0	dimensionless	1.0	7.543990341635785e+123	inf	inf
substrate catalytic rate constant	R93		10.0	1/s	10.0	9.443132759930847e+61	inf	inf
product catalytic rate constant	R93		10.0	1/s	10.0	9.443132759930847e+61	inf	inf
catalytic rate constant geometric mean	R90		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R90		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R90		0.0	dimensionless	0.0	1.2911569557707012e+94	inf	inf
substrate catalytic rate constant	R90		0.0	1/s	0.0	1.2684727374859886e+47	inf	inf
product catalytic rate constant	R90		25457740.0395	1/s	25457740.0395	1.2684727374859886e+47	inf	inf
catalytic rate constant geometric mean	R91		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R91		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R91		1.0	dimensionless	1.0	7.543990341635785e+123	inf	inf
substrate catalytic rate constant	R91		10.0	1/s	10.0	9.443132759930847e+61	inf	inf
product catalytic rate constant	R91		10.0	1/s	10.0	9.443132759930847e+61	inf	inf
catalytic rate constant geometric mean	R8r		62.918	1/s	62.918	2.8949	110.6952	160.2342
concentration of enzyme	R8r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R8r		2.6019	dimensionless	2.6019	3.427	5.5554	10.48
substrate catalytic rate constant	R8r		182.6081	1/s	182.6081	1.6115	204.6291	103.4795
product catalytic rate constant	R8r		21.6786	1/s	21.6786	7.1618	150.5558	1034.7019
catalytic rate constant geometric mean	R10a		52.4242	1/s	52.4242	62.8914	277897.1419	1473112691.3837
concentration of enzyme	R10a		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R10a		1.031	dimensionless	1.031	6195.6056	3.7043727904393096e+16	1.3310230049354637e+33
substrate catalytic rate constant	R10a		216.1526	1/s	216.1526	1.4033	228.9219	79.8412
product catalytic rate constant	R10a		12.7146	1/s	12.7146	3961.7523	1.0175313706561142e+16	8.143136574083285e+30
catalytic rate constant geometric mean	R10b		53.0457	1/s	53.0457	62.8679	280755.9785	1485963036.451
concentration of enzyme	R10b		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R10b		52.1262	dimensionless	52.1262	5732.1536	9.528151487201281e+17	1.7416527916925305e+34
substrate catalytic rate constant	R10b		471.8013	1/s	471.8013	1.0513	472.3914	23.6341
product catalytic rate constant	R10b		5.964	1/s	5.964	3952.5115	4681490092823744.0	3.674745950879729e+30
catalytic rate constant geometric mean	R10c		53.4537	1/s	53.4537	62.7415	280568.342	1472650712.6396
concentration of enzyme	R10c		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R10c		3.1504	dimensionless	3.1504	8241.9415	1.4248390853810913e+18	6.444181041349049e+35
substrate catalytic rate constant	R10c		99.9854	1/s	99.9854	1.8099	119.2236	77.435
product catalytic rate constant	R10c		28.5771	1/s	28.5771	3955.6801	2.2581051592073676e+16	1.7843081201762357e+31
catalytic rate constant geometric mean	R28r		385.4079	1/s	385.4079	2.2004	525.9789	488.4802
concentration of enzyme	R28r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R28r		1.8334	dimensionless	1.8334	4.0031	4.7977	11.6021
substrate catalytic rate constant	R28r		299.7044	1/s	299.7044	1.0513	300.0793	15.0125
product catalytic rate constant	R28r		495.6193	1/s	495.6193	4.8305	1713.0655	5667.8398
catalytic rate constant geometric mean	R3		1.0457	1/s	1.0457	41.3693	1067.8204	1090366.9318
concentration of enzyme	R3		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R3		10860.772	dimensionless	10860.772	2078.1704	5.106780768525191e+16	2.4012298312057033e+29
substrate catalytic rate constant	R3		107.1521	1/s	107.1521	1.3982	113.3435	39.0831
product catalytic rate constant	R3		0.0102	1/s	0.0102	1706.4053	10855686650.5446	1.1546976221618453e+22
catalytic rate constant geometric mean	R70		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R70		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R70		1.4757	dimensionless	1.4757	1.222361316409323e+170	inf	inf
substrate catalytic rate constant	R70		0.0012	1/s	0.0012	1.2102730028535595e+85	inf	inf
product catalytic rate constant	R70		86679.7126	1/s	86679.7126	1.2102730028535595e+85	inf	inf
catalytic rate constant geometric mean	R6r		1035.5809	1/s	1035.5809	3.4718	2246.9638	4326.713
concentration of enzyme	R6r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R6r		6.6949	dimensionless	6.6949	2.4139	9.8714	10.6959
substrate catalytic rate constant	R6r		8995.0729	1/s	8995.0729	1.0513	9006.3225	450.5731
product catalytic rate constant	R6r		119.2239	1/s	119.2239	12.0372	2633.5497	58113.1152
catalytic rate constant geometric mean	R97r		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R97r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R97r		61.214	dimensionless	61.214	1.6845886613884102e+91	inf	inf
substrate catalytic rate constant	R97r		78.2394	1/s	78.2394	4.5977787467143534e+45	inf	inf
product catalytic rate constant	R97r		1.2781	1/s	1.2781	4.5977787467143534e+45	inf	inf
catalytic rate constant geometric mean	R2r		1642.8294	1/s	1642.8294	4.8471	5709.0828	19000.7726
concentration of enzyme	R2r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R2r		0.0375	dimensionless	0.0375	11.817	0.7918	16.6894
substrate catalytic rate constant	R2r		236.2388	1/s	236.2388	2.2916	333.1816	331.3631
product catalytic rate constant	R2r		11424.4075	1/s	11424.4075	17.3756	672808.0802	39617411.2701
catalytic rate constant geometric mean	R55a		147.5147	1/s	147.5147	1.2327	150.7777	31.8885
concentration of enzyme	R55a		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R55a		0.031	dimensionless	0.031	15.1111	1.2372	49.3686
substrate catalytic rate constant	R55a		73.9557	1/s	73.9557	1.1425	74.6153	9.9876
product catalytic rate constant	R55a		294.2381	1/s	294.2381	1.4869	318.3206	131.3985
catalytic rate constant geometric mean	R55b		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R55b		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R55b		0.0	dimensionless	0.0	2.3054582179179262e+88	inf	inf
substrate catalytic rate constant	R55b		0.0	1/s	0.0	1.6977281444649643e+44	inf	inf
product catalytic rate constant	R55b		220545390.9038	1/s	220545390.9038	1.6977281444649643e+44	inf	inf
catalytic rate constant geometric mean	R4		1.7175	1/s	1.7175	47.2729	2907.3679	4921507.0306
concentration of enzyme	R4		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R4		1853.2871	dimensionless	1853.2871	2609.0148	5.083800321126516e+16	1.3945505558781855e+30
substrate catalytic rate constant	R4		21.8501	1/s	21.8501	1.1366	22.0299	2.8319
product catalytic rate constant	R4		0.135	1/s	0.135	2234.2575	1106737766793.9695	9.072774679972133e+24
catalytic rate constant geometric mean	R12r		6937.1461	1/s	6937.1461	4.0765	18619.968	46379.694
concentration of enzyme	R12r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R12r		0.7338	dimensionless	0.7338	5.5973	3.2337	13.8785
substrate catalytic rate constant	R12r		2098.3573	1/s	2098.3573	1.0513	2100.9816	105.1091
product catalytic rate constant	R12r		22934.1281	1/s	22934.1281	16.5983	1186446.433	61366715.9557
catalytic rate constant geometric mean	R1		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R1		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R1		732081116919.9172	dimensionless	732081116919.9172	2.852879020150729e+91	inf	inf
substrate catalytic rate constant	R1		7674937.3243	1/s	7674937.3243	6.024699223238322e+45	inf	inf
product catalytic rate constant	R1		0.0	1/s	0.0	6.024699223238322e+45	inf	inf
catalytic rate constant geometric mean	R27		5.2415	1/s	5.2415	2.5307	8.0661	9.4348
concentration of enzyme	R27		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R27		2166.3177	dimensionless	2166.3177	117.1452	183154368.8402	15485042928508.715
substrate catalytic rate constant	R27		90.9996	1/s	90.9996	1.1618	92.0292	13.883
product catalytic rate constant	R27		0.3019	1/s	0.3019	6.3689	1.6757	9.1491
catalytic rate constant geometric mean	R27b		18.975	1/s	18.975	93.9834	575553.2985	17457768589.7812
concentration of enzyme	R27b		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R27b		1317.6535	dimensionless	1317.6535	16204.6071	3.325992839839631e+23	8.395399947219031e+43
substrate catalytic rate constant	R27b		215.6312	1/s	215.6312	1.1865	218.8066	37.6887
product catalytic rate constant	R27b		1.6698	1/s	1.6698	8845.5852	1.4319732525791114e+18	1.2280517263746736e+36
catalytic rate constant geometric mean	R23r		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R23r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R23r		0.0002	dimensionless	0.0002	26.4822	0.0519	11.1181
substrate catalytic rate constant	R23r		0.2407	1/s	0.2407	139.4299	47367.7917	9320249374.0883
product catalytic rate constant	R23r		415.395	1/s	415.395	139.4299	81734544.9314	16082369751700.36
catalytic rate constant geometric mean	R9		13.6892	1/s	13.6892	44.4668	18336.3972	24561194.1051
concentration of enzyme	R9		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R9		641933.0984	dimensionless	641933.0984	2411.4857	9.508314102219076e+18	1.4083716402647415e+32
substrate catalytic rate constant	R9		580.6304	1/s	580.6304	1.4516	622.3749	240.2073
product catalytic rate constant	R9		0.3227	1/s	0.3227	1972.1151	1018486163155.7334	3.214054018627422e+24
catalytic rate constant geometric mean	R14r		42.3556	1/s	42.3556	4.1344	115.9726	295.6056
concentration of enzyme	R14r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R14r		0.194	dimensionless	0.194	7.1277	1.3345	9.0836
substrate catalytic rate constant	R14r		9.9832	1/s	9.9832	1.964	12.5372	9.5242
product catalytic rate constant	R14r		179.7017	1/s	179.7017	13.6483	5468.6406	166330.5538
catalytic rate constant geometric mean	RR9		20.2191	1/s	20.2191	51.0633	46218.2575	105648921.9487
concentration of enzyme	RR9		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	RR9		31.3555	dimensionless	31.3555	6016.3016	8.721829410683803e+17	2.4260600213163497e+34
substrate catalytic rate constant	RR9		10.1463	1/s	10.1463	1.9734	12.7833	9.7968
product catalytic rate constant	RR9		40.2916	1/s	40.2916	2600.6633	1077728135327567.2	2.8827267754971017e+28
catalytic rate constant geometric mean	R53r		0.7951	1/s	0.7951	7.8557	6.6533	55.2729
concentration of enzyme	R53r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R53r		51992.7179	dimensionless	51992.7179	1.0513	52057.7479	2604.4842
substrate catalytic rate constant	R53r		96.2758	1/s	96.2758	1.1087	96.7894	10.0107
product catalytic rate constant	R53r		0.0066	1/s	0.0066	61.5376	31.8179	154165.3977
catalytic rate constant geometric mean	R80		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R80		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R80		0.1418	dimensionless	0.1418	375484.0666	8.499010346489104e+34	5.0935050213930167e+70
substrate catalytic rate constant	R80		1.1909	1/s	1.1909	6462.2369	6.187237296463629e+16	3.214648973566684e+33
product catalytic rate constant	R80		83.9731	1/s	83.9731	6462.2369	4.362915436340807e+18	2.266801959770877e+35
catalytic rate constant geometric mean	R82		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R82		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R82		20128128.8388	dimensionless	20128128.8388	4.520915082690873e+87	inf	inf
substrate catalytic rate constant	R82		141873.6369	1/s	141873.6369	7.616742903870206e+43	inf	inf
product catalytic rate constant	R82		0.0007	1/s	0.0007	7.616742903870206e+43	inf	inf
catalytic rate constant geometric mean	R29r		512.8054	1/s	512.8054	1.4854	554.5674	228.3234
concentration of enzyme	R29r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R29r		0.0	dimensionless	0.0	12.3086	0.0003	0.0071
substrate catalytic rate constant	R29r		268.7101	1/s	268.7101	2.188	365.0951	335.8184
product catalytic rate constant	R29r		978.6358	1/s	978.6358	1.1209	985.0317	112.8012
catalytic rate constant geometric mean	R7ra		2229.0047	1/s	2229.0047	8.5437	22253.2871	221048.5683
concentration of enzyme	R7ra		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R7ra		0.0031	dimensionless	0.0031	18.5378	0.2174	15.4308
substrate catalytic rate constant	R7ra		267.643	1/s	267.643	1.0513	267.9777	13.4066
product catalytic rate constant	R7ra		18563.7666	1/s	18563.7666	72.9499	183925269.7418	1822286687742.1821
catalytic rate constant geometric mean	R7rb		8.2698	1/s	8.2698	7.8458	69.0178	571.8592
concentration of enzyme	R7rb		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R7rb		1738.9155	dimensionless	1738.9155	1.0513	1741.0905	87.1079
substrate catalytic rate constant	R7rb		328.8555	1/s	328.8555	1.0513	329.2668	16.4729
product catalytic rate constant	R7rb		0.208	1/s	0.208	61.5157	1006.1419	4867861.3467
catalytic rate constant geometric mean	R7rc		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R7rc		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R7rc		0.0036	dimensionless	0.0036	16.8138	0.1929	10.3477
substrate catalytic rate constant	R7rc		0.5997	1/s	0.5997	161.4611	246106.2304	101000506751.858
product catalytic rate constant	R7rc		166.7548	1/s	166.7548	161.4611	68435158.9732	28085374860590.22
catalytic rate constant geometric mean	R41		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R41		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R41		155867.7697	dimensionless	155867.7697	291392.5776	3.723542545897781e+39	8.895212346881291e+73
substrate catalytic rate constant	R41		7128.7114	1/s	7128.7114	3327.8892	1.3663766491147999e+18	2.618965826371671e+32
product catalytic rate constant	R41		0.014	1/s	0.014	3327.8892	2688737279303.385	5.153565127995485e+26
catalytic rate constant geometric mean	R40		15.0053	1/s	15.0053	46.954	24746.8876	40812688.1765
concentration of enzyme	R40		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R40		1082.2423	dimensionless	1082.2423	2674.8319	3.612623259804196e+16	1.2059265351857688e+30
substrate catalytic rate constant	R40		149.6551	1/s	149.6551	1.0689	149.9873	9.9988
product catalytic rate constant	R40		1.5045	1/s	1.5045	2204.5477	11125029124644.617	8.226251363320157e+25
catalytic rate constant geometric mean	R11r		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R11r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R11r		1.3439	dimensionless	1.3439	4.1416	3.6887	9.4293
