!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239' TableType='Compartment' TableName='Compartment'														
!ID	!Name	!Size												
CYTOPLASM	cytoplasm	1												
MT_IMS	mitochondrial intermembrane space	1												
MT_IM	mitochondrial inner membrane	1												
MATRIX	mitochondrial matrix	1												
														
!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239' TableType='Compound' TableName='Compound'														
!ID	!Name	!Location	!Charge	!IsConstant	!InitialConcentration	!hasOnlySubstanceUnits	!Identifiers:kegg.compound							
v24	NADH:ubiquinone oxidoreductase	NADH + Q <=> NAD_p + QH2		MATRIX * (KcF * KcR * v24_Complex_I * (NADH * Q - NAD_p * QH2 / Keq) / (KcR * KmS2 * NADH + KcR * KmS1 * Q + KcF * KmP2 * NAD_p / Keq + KcF * KmP1 * QH2 / Keq + KcR * NADH * Q + KcF * KmP2 * NADH * NAD_p / (Keq * KiS1) + KcF * NAD_p * QH2 / Keq + KcR * KmS1 * Q * QH2 / KiP2))	True	2.7.4.6								
v25	ubiquinol:cytochrome c oxidoreductase	QH2 + 2.0 Cytc3p <=> Q + 2.0 Cytc2p		MT_IMS * (KcF * v25_Complex_III * QH2 * Cytc3p / ((KmA * Kq2 * Kb2 + KmA * Kq2 * Cytc3p + KcF / k8 * Kq1 * QH2 * Kb1 + KcF / k8 * Kq1 * QH2 * Cytc3p) * Cytc2p + KmA * Cytc3p + KmB * QH2 + QH2 * Cytc3p))	False	1.10.2.2								
v26	cytochrome c oxidase	Cytc2p <=> Cytc3p		MT_IMS * (KcF * v26_Complex_IV * Cytc2p / (Ks + Cytc2p))	False	1.9.3.1								
v27	citrate synthase	Cit_cyt + CoA_cyt <=> OXA_cyt + Acetyl_CoA_cyt		CYTOPLASM * Kid * Kc * (V * Acetyl_CoA_cyt * OXA_cyt * v10_CS / (Acetyl_CoA_cyt * OXA_cyt + Ka * OXA_cyt + Kb * Acetyl_CoA_cyt + Kia * Kib)) / (Keq * Kia * Kb)	True	2.3.3.3								
v28	ATPase complex	ADP + Pi <=> ATP + H2O		MATRIX * v28_Complex_V * V * ADP / (Km + ADP + ADP * ADP / Ki)	True	3.6.1.5								
v29	aconitase	Cit_cyt <=> IsoCitcyt		CYTOPLASM * ((KcF * Kp * Cit_cyt - KcR * Ks * IsoCitcyt) * v29_ACO / (Ks * IsoCitcyt + Kp * Cit_cyt + Ks * Kp))	True	4.2.1.3								
v30	oxoglutarate carrier	Mal_cyt + OG <=> OG_cyt + Mal		MATRIX * ((OG * Mal_cyt / alpha / KiS1 / KiS2 * KcF - Mal * OG_cyt / beta / KiP1 / KiP2 * KcR) * v30_OGC / (1 + OG / KiS1 + Mal_cyt / KiS2 + Mal / KiP1 + OG_cyt / KiP2 + OG * Mal_cyt / alpha / KiS1 / KiS2 + Mal * OG_cyt / beta / KiP1 / KiP2 + Mal_cyt * OG_cyt / gamma / KiS2 / KiP2 + OG * Mal / delta / KiS1 / KiP1))	True									
v31	malate dehydrogenase (cytosol)	NADH_cyt + OXA_cyt <=> Mal_cyt + NAD		CYTOPLASM * (v31_MDH * (k1 * k2 * k3 * k4 * NADH_cyt * OXA_cyt - kminus1 * kminus2 * kminus3 * kminus4 * Mal_cyt * NAD) / (kminus1 * (kminus2 + k3) * k4 + k1 * (kminus2 + k3) * k4 * NADH_cyt + kminus1 * (kminus2 + k3) * kminus4 * NAD + k2 * k3 * k4 * OXA_cyt + kminus1 * kminus2 * kminus3 * Mal_cyt + k1 * k2 * (k3 + k4) * NADH_cyt * OXA_cyt + (kminus1 + kminus2) * kminus3 * kminus4 * Mal_cyt * NAD + k1 + kminus2 + kminus3 * NADH_cyt * Mal_cyt + k1 * k2 * kminus3 * NADH_cyt * OXA_cyt * Mal_cyt + k2 * k3 * kminus4 * OXA_cyt * NAD + k2 * kminus3 * kminus4 * OXA_cyt * Mal_cyt * NAD))	False	1.1.1.37								
v32	aspartate transaminase	Asp_cyt + OG_cyt <=> OXA_cyt + Glu_cyt		CYTOPLASM * (KcF * KcR * v32_AspTA * (Asp_cyt * OG_cyt - OXA_cyt * Glu_cyt / Keq) / (KcR * KmS2 * Asp_cyt + KcR * KmS1 * OG_cyt + KcF * KmP2 * OXA_cyt / Keq + KcF * KmP1 * Glu_cyt / Keq + KcR * Asp_cyt * OG_cyt + KcF * KmP2 * Asp_cyt * OXA_cyt / (Keq * KiS1) + KcF * OXA_cyt * Glu_cyt / Keq + KcR * KmS1 * OG_cyt * Glu_cyt / KiP2))	True	2.6.1.1								
v33	citrate carrier	Cit_cyt + Mal <=> Mal_cyt + Cit		MATRIX * ((Cit_cyt * Mal / alpha / KiS1 / KiS2 * KcF - Mal_cyt * Cit / beta / KiP1 / KiP2 * KcR) * v33_CIC / (1 + Cit_cyt / KiS1 + Mal / KiS2 + Mal_cyt / KiP1 + Cit / KiP2 + Cit_cyt * Mal / alpha / KiS1 / KiS2 + Mal_cyt * Cit / beta / KiP1 / KiP2 + Mal * Cit / gamma / KiS2 / KiP2 + Cit_cyt * Mal_cyt / delta / KiS1 / KiP1))	True									
v34	ETF:Q oxidoreductase	ETFred + Q <=> ETFox + QH2		MATRIX * (KcF * KcR * v34_ETF_QO * (ETFred * Q - ETFox * QH2 / Keq) / (KcR * KmS2 * ETFred + KcR * KmS1 * Q + KcF * KmP2 * ETFox / Keq + KcF * KmP1 * QH2 / Keq + KcR * ETFred * Q + KcF * KmP2 * ETFred * ETFox / (Keq * KiS1) + KcF * ETFox * QH2 / Keq + KcR * KmS1 * Q * QH2 / KiP2))	True	1.5.5.1								
v35	glutathione reductase	FADH2 + ETFox <=> ETFred + FAD		MATRIX * (KcF * KcR * v35_ACD * (FADH2 * ETFox - ETFred * FAD / Keq) / (KcR * KiS1 * KmS2 + KcR * KmS2 * FADH2 + KcR * KmS1 * ETFox + KcF * KmP2 * ETFred / Keq + KcF * KmP1 * FAD / Keq + KcR * FADH2 * ETFox + KcF * KmP2 * FADH2 * ETFred / (Keq * KiS1) + KcF * ETFred * FAD / Keq + KcR * KmS1 * ETFox * FAD / KiP2 + KcR * FADH2 * ETFox * ETFred / KiP1 + KcF * ETFox * ETFred * FAD / (KiS2 * Keq)))	True	1.8.1.7								
v36	pyruvate decarboxylase	ATP + CO2 + Pyr <=> Pi + ADP + OXA		MATRIX * (KcF * KcR * v36_PC * (ATP * CO2 * Pyr - pi * ADP * OXA / Keq) / (Kia * KmB * KcR * Pyr + KmC * KcR * ATP * CO2 + KmA * KcR * CO2 * Pyr + KmB * KcR * ATP * Pyr + KcR * ATP * CO2 * Pyr + Kip * KmQ * KcF * OXA / Keq + KmQ * KcF * pi * OXA / Keq + KmP * KcF * ADP * OXA / Keq + KmR * KcF * pi * ADP / Keq + KcF * pi * ADP * OXA / Keq + Kia * KmB * KcR * Pyr * pi / Kip + Kia * KmB * KcR * Pyr * ADP / Kia + Kiq * KmP * KcF * CO2 * OXA / Kib / Keq + Kia * KmP * KcF * ATP * OXA / Kia / Keq + KmA * KcR * ATP * CO2 * OXA / Kir + KmR * KcF * Pyr * pi * ADP / Kic / Keq + KmA * KcR * CO2 * Pyr * ADP / Kiq + KmA * KcR * CO2 * Pyr * pi / Kip + KmP * KcF * CO2 * ADP * OXA / Kib / Keq + KmQ * KcF * CO2 * pi * OXA / Kib / Keq))	True	6.4.1.1								
v37	glycerol-3-phosphate dehydrogenase (FAD dependent)	G3P + FAD <=> FADH2 + DHAP		CYTOPLASM * (V * v37_GUT2P * G3P / (K + G3P))	False	1.1.99.5								
v38	glycerol-3-phosphate dehydrogenase (NAD+ dependent)	NADH_cyt + DHAP <=> G3P + NAD		CYTOPLASM * (V * v38_GUT2P * NADH_cyt / (K + NADH_cyt))	False	1.1.1.8								
v40	ATP/ADP carrier	ADP_cyt <=> ADP		MATRIX * (V * v40_AAC * ADP_cyt / (K + ADP_cyt))	False									
v41	cytosolic isocitrate dehydrogenase	IsoCitcyt + NADP_cyt <=> OG_cyt + NADPH_cyt	CO2	CYTOPLASM * v41_IDHc * (IsoCitcyt * NADP_cyt / (phi0 * IsoCitcyt * NADP_cyt + phi1 * NADP_cyt + phi2 * IsoCitcyt + phi12) - OG_cyt * NADPH_cyt * CO2 / (phir0 * OG_cyt * NADPH_cyt * CO2 + phir1 * NADPH_cyt * CO2 + phir2 * OG_cyt * CO2 + phir3 * OG_cyt * NADPH_cyt + phir12 * CO2 + phir13 * NADPH_cyt + phir23 * OG_cyt + phir123))	True	1.1.1.42								
v42	citrate carrier	IsoCitcyt + Mal <=> Mal_cyt + IsoCit		MATRIX * ((IsoCitcyt * Mal / alpha / KiS1 / KiS2 * KcF - Mal_cyt * IsoCit / beta / KiP1 / KiP2 * KcR) * v42_CIC / (1 + IsoCitcyt / KiS1 + Mal / KiS2 + Mal_cyt / KiP1 + IsoCit / KiP2 + IsoCitcyt * Mal / alpha / KiS1 / KiS2 + Mal_cyt * IsoCit / beta / KiP1 / KiP2 + Mal * IsoCit / gamma / KiS2 / KiP2 + IsoCitcyt * Mal_cyt / delta / KiS1 / KiP1))	True									
v43	ATP/ADP carrier	ATP <=> ATP_cyt		MATRIX * (V * v43_AAC * ATP / (K + ATP))	False									
v39	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Mal_cyt + NADP_cyt <=> NADPH_cyt + PYR_cyt		CYTOPLASM * (v39_MDH * Kcat * Mal_cyt * NADP_cyt / ((Kmal + Mal_cyt) * (Knadp + NADP_cyt)))	True	1.1.1.40								
v44	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	Mal + NADP_p <=> NADPH + Pyr		MATRIX * (v44_MDH * Kcat * Mal / (Km + Mal))	True	1.1.1.40								
														
!!SBtab TableName='Parameter prior' TableType='Quantity' Date='2018-04-18'															
!QuantityType	!Unit	!BiologicalElement	!MathematicalType	!PriorMedian	!PriorStd	!PriorGeometricStd	!LowerBound	!UpperBound	!DataStd	!Symbol	!PhysicalType	!Dependence	!UseAsPriorInformation	!SBMLElement 	!Abbreviation	!MatrixInfo
standard chemical potential	kJ/mol	Species	Additive	-880	1500		-3000	2000	10	mu0	Thermodynamic	Basic	1	Global parameter 	scp	[I_species, 0, 0, 0, 0, 0, 0, 0]
catalytic rate constant geometric mean	1/s	Reaction	Multiplicative	10		100	0.0000001	10000	100	KV	Kinetic	Basic	1	Local parameter	kcrg	[0, I_reaction, 0, 0, 0, 0, 0, 0]
Michaelis constant	mM	Reaction/Species	Multiplicative	0.1		10	0.000001	1000	1	KM	Kinetic	Basic	1	Local parameter	kmc	[0, 0, I_KM, 0, 0, 0, 0, 0]
activation constant	mM	Reaction/Species	Multiplicative	0.1		10	0.0001	100	1	KA	Kinetic	Basic	1	Local parameter	kac	[0, 0, 0, I_KA, 0, 0, 0, 0]
inhibitory constant	mM	Reaction/Species	Multiplicative	0.1		10	0.0001	100	1	KI	Kinetic	Basic	1	Local parameter	kic	[0, 0, 0, 0, I_KI, 0, 0, 0]
concentration	mM	Species	Multiplicative	0.1		10	0.000001	1000	1	c	Dynamic	Basic	1	Species (conc.)	c	[0, 0, 0, 0, 0, I_species, 0, 0]
concentration of enzyme	mM	Reaction	Multiplicative	0.001		100	0.000001	0.5	0.05	u	Dynamic	Basic	1	Local parameter	eco	[0, 0, 0, 0, 0, 0, I_reaction, 0]
pH	dimensionless	None	Additive	7	1		0	14	1	pH	Dynamic	Basic	1	Global parameter	ph	[0, 0, 0, 0, 0, 0, 0, 1]
standard Gibbs energy of reaction	kJ/mol	Reaction	Additive	0	1500		-1000	1000	10	dmu0	Thermodynamic	Derived	0	Global parameter 	dscp	[Nt, 0, 0, 0, 0, 0, 0, 0]
equilibrium constant	dimensionless	Reaction	Multiplicative	1		100	0.0000000001	100000000	100	Keq	Thermodynamic	Derived	1	Local parameter	keq	[[-1/RT * Nt], 0, 0, 0, 0, 0, 0, 0]
substrate catalytic rate constant	1/s	Reaction	Multiplicative	10		100	0.01	10000000	100	Kcatf	Kinetic	Derived	1	Local parameter  	kcrf	[[-0.5/RT * Nt], I_reaction, [-0.5 * Nkm], 0, 0, 0, 0, 0]
product catalytic rate constant	1/s	Reaction	Multiplicative	10		100	0.000000001	10000000	100	Kcatr	Kinetic	Derived	1	Local parameter 	kcrr	[[0.5/RT * Nt], I_reaction, [0.5 * Nkm], 0, 0, 0, 0, 0]
chemical potential	kJ/mol	Species	Additive	-880	1500		-3000	2000	20	mu	Dynamic	Derived	0		cp	[I_species, 0, 0, 0, 0, [RT * I_species], 0, 0]
reaction affinity	kJ/mol	Reaction	Additive	0	10		-60	60	10	A	Dynamic	Derived	0		raf	[[-1 * Nt], 0, 0, 0, 0, [-RT * Nt], 0, 0]
forward maximal velocity	mM/s	Reaction	Multiplicative	0.01		100	0.00000001	1000000	0.1	Vmaxf	Dynamic	Derived	0	Local parameter	vmaf	[[-0.5/RT * Nt], I_reaction, [-0.5 * Nkm], 0, 0, 0, I_reaction, 0]
reverse maximal velocity	mM/s	Reaction	Multiplicative	0.01		100	0.00000001	1000000	0.1	Vmaxr	Dynamic	Derived	0	Local parameter	vmar	[[0.5/RT * Nt], I_reaction, [0.5 * Nkm], 0, 0, 0, I_reaction, 0]
forward mass action term	1/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	thetaf	Dynamic	Derived	0		thtf	[[-1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nft, 0, 0]
reverse mass action term	1/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	thetar	Dynamic	Derived	0		thtr	[[ 1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nrt, 0, 0]
forward enzyme mass action term	mM/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	tauf	Dynamic	Derived	0		tauf	[[-1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nft, I_reaction, 0]
reverse enzyme mass action term	mM/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	taur	Dynamic	Derived	0		taur	[[ 1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nrt, I_reaction, 0]
Michaelis constant product	mM	Reaction	Multiplicative	1		1000	0.001	1000	1	KMprod	Kinetic	Derived	0	Local parameter	kmprod	[0, 0, Nkm, 0, 0, 0, 0, 0]

!!SBtab TableName='Parameter balancing configuration file' TableType='PbConfig' Date='2018-04-18'
!Option	!Value
use_pseudo_values	True
ph	7
temperature	298.15
overwrite_kinetics	True
cell_volume	43
parametrisation	hal
enzyme_prefactor	True
default_inhibition	complete
default_activation	complete
model_name	outputname
boundary_values	ignore
